ObjectData\TeresaMansionPlanetB\tex1_128x128_dae1c0795bf07128_14.png,ondemand_texture_replace\MarioGalaxy\7832089953299876276.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_m_eaa79f0badf5ecec_14.png,MarioGalaxy\f8e4028184479ecf.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_m_eaa79f0badf5ecec_14_mip1.png,MarioGalaxy\f8e4028184479ecf_lod1.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_m_ed5dda562f05277f_14.png,MarioGalaxy\b9425cd6d2ef55a9.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_m_ed5dda562f05277f_14_mip1.png,MarioGalaxy\b9425cd6d2ef55a9_lod1.png
ObjectData\TeresaMansionPlanetB\tex1_128x256_b90ad4135e36cea4_14.png,ondemand_texture_replace\MarioGalaxy\8808756299428354687.png
ObjectData\TeresaMansionPlanetB\tex1_256x128_41e886e5b2578932_14.png,ondemand_texture_replace\MarioGalaxy\15629605925579901600.png
ObjectData\TeresaMansionPlanetB\tex1_256x256_4f86e7e72914ea7e_14.png,ondemand_texture_replace\MarioGalaxy\9408525872110225482.png
ObjectData\TeresaMansionPlanetB\tex1_256x256_8956b58ef876d942_14.png,ondemand_texture_replace\MarioGalaxy\9744074255568681559.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_00ea7ee40a73db36_14.png,ondemand_texture_replace\MarioGalaxy\4704575919080544019.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_1f23aa45d79e1522_14.png,ondemand_texture_replace\MarioGalaxy\11100317284855622211.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_3335b6f2e6ad080c_14.png,ondemand_texture_replace\MarioGalaxy\15527366705908160008.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_7d42b9a06562464b_14.png,ondemand_texture_replace\MarioGalaxy\2793734914308798931.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_e90ae813088115d3_14.png,ondemand_texture_replace\MarioGalaxy\7014735028386680642.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_m_eb723f4810321a87_14.png,MarioGalaxy_Sub\52d6878e1c188d1c.png
ObjectData\TeresaMansionPlanetC\tex1_128x128_m_eb723f4810321a87_14_mip1.png,MarioGalaxy_Sub\52d6878e1c188d1c_lod1.png
ObjectData\TeresaMansionPlanetC\tex1_256x64_046f59852497d1da_14.png,ondemand_texture_replace\MarioGalaxy\17761580823807535070.png
ObjectData\TeresaMansionPlanetC\tex1_256x64_b0da727e9a848931_14.png,ondemand_texture_replace\MarioGalaxy\17885757073399715026.png
ObjectData\TeresaPicture\tex1_256x256_eaf6306e7b80fa62_14.png,ondemand_texture_replace\MarioGalaxy\18090325351397480865.png
ObjectData\TeresaRacePartsA\tex1_256x256_d551615a4d4dc032_14.png,ondemand_texture_replace\MarioGalaxy\12669005088689790102.png
ObjectData\TeresaRacePartsB\tex1_128x128_d740aa22eba585c1_14.png,ondemand_texture_replace\MarioGalaxy\5230616966554262299.png
ObjectData\TeresaRacer\tex1_128x128_702a910e6a924b06_14.png,ondemand_texture_replace\MarioGalaxy\10491047534878110449.png
ObjectData\TeresaRacer\tex1_128x128_7554aeedb134c6be_14.png,ondemand_texture_replace\MarioGalaxy\131884582196270870.png
ObjectData\TeresaRacer\tex1_128x128_a69668e9481b4fad_14.png,ondemand_texture_replace\MarioGalaxy\16021645684884199883.png
ObjectData\TeresaRaceStartPlanet\tex1_128x128_8602c469883a9e13_14.png,ondemand_texture_replace\MarioGalaxy\5986412353643324248.png
ObjectData\TeresaRaceStartPlanet\tex1_256x256_3b1defa7fe0b96e1_14.png,ondemand_texture_replace\MarioGalaxy\1784952484251620204.png
ObjectData\TeresaRaceStartPlanet\tex1_256x256_d3e233e72a955d40_14.png,ondemand_texture_replace\MarioGalaxy\907266794128213050.png
ObjectData\TeresaRaceStartPlanet\tex1_64x64_a59ff07e2c0cd6cb_14.png,ondemand_texture_replace\MarioGalaxy\4968469801025563943.png
ObjectData\TeresaRoomPlanet\tex1_128x128_2e6ba314b0d395b3_14.png,ondemand_texture_replace\MarioGalaxy\16414013829357125621.png
ObjectData\TeresaRoomPlanet\tex1_128x128_ac1dbe0154faff70_14.png,ondemand_texture_replace\MarioGalaxy\7776399372219269755.png
ObjectData\TeresaRoomPlanet\tex1_128x128_b29a4b31f47a06a2_14.png,ondemand_texture_replace\MarioGalaxy\10484521142212514753.png
ObjectData\TeresaRoomPlanet\tex1_256x256_4862f0326c525985_14.png,ondemand_texture_replace\MarioGalaxy\13449297521253095113.png
ObjectData\TombSpider\tex1_128x128_f654e5e52e986555_14.png,ondemand_texture_replace\MarioGalaxy\7573274269115346728.png
ObjectData\TombSpider\tex1_64x16_a52b011d7ade6ccf_14.png,ondemand_texture_replace\MarioGalaxy\3067227325313853411.png
ObjectData\TombSpider\tex1_64x64_e7bc4cc0d557e7bc_1.png,ondemand_texture_replace\MarioGalaxy\7780872164572486151.png
ObjectData\TombSpiderCocoon\tex1_64x64_6158dc68efefafc7_1.png,ondemand_texture_replace\MarioGalaxy\3254396896299439458.png
ObjectData\Torpedo\tex1_128x128_57d98783ad31b4d0_14.png,ondemand_texture_replace\MarioGalaxy\15911778966416215575.png
ObjectData\ToyFactoryDecoratePartsGearA\tex1_256x256_cb8cd122e15004b9_14.png,ondemand_texture_replace\MarioGalaxy\16378654885639163615.png
ObjectData\Trapeze\tex1_64x64_c7bf71ceeedbc516_14.png,ondemand_texture_replace\MarioGalaxy\15441200955223203041.png
ObjectData\TreasureBox\tex1_128x128_a902b2c41ae3d1b4_1.png,ondemand_texture_replace\MarioGalaxy\12160484566684965667.png
ObjectData\TreasureBoxCracked\tex1_128x128_05298c8b1f06406b_1.png,ondemand_texture_replace\MarioGalaxy\6364867559044414476.png
ObjectData\TreasureBoxGold\tex1_128x128_7eeba2946f19bfd2_3.png,ondemand_texture_replace\MarioGalaxy\6501730218488910228.png
ObjectData\TreasureBoxGold\tex1_128x128_bc3611a0ebbf8d77_3.png,ondemand_texture_replace\MarioGalaxy\18317670232663630770.png
ObjectData\TreasureSpot\tex1_32x32_bb8ebdc61260e3f6_14.png,ondemand_texture_replace\MarioGalaxy\12067080592495280729.png
ObjectData\TrialBallPlanet\tex1_256x256_e07fb91f49e60974_14.png,ondemand_texture_replace\MarioGalaxy\4598453020134350899.png
ObjectData\TrialBubbleAPlanet\tex1_128x128_7cb4d9776bace2a2_4.png,ondemand_texture_replace\MarioGalaxy\8340505547739123607.png
ObjectData\TrialBubbleAPlanet\tex1_128x128_936c61ab5cad94dc_4.png,ondemand_texture_replace\MarioGalaxy\17870171475452702727.png
ObjectData\TrialBubbleRevolvingPartsA\tex1_128x128_ccd022b46610e610_4.png,ondemand_texture_replace\MarioGalaxy\7475061679558344223.png
ObjectData\TrialBubbleRotateWallA\tex1_128x128_1c8974e09dab825b_14.png,ondemand_texture_replace\MarioGalaxy\17273300779361687995.png
ObjectData\TrialBubbleRotateWallA\tex1_64x64_90510c8b4c59cdc8_14.png,ondemand_texture_replace\MarioGalaxy\11084583337461283601.png
ObjectData\TrialBubbleSPlanet\tex1_128x128_30b56fb82fed939c_4.png,ondemand_texture_replace\MarioGalaxy\5430925351350625784.png
ObjectData\TrialBubbleSPlanet\tex1_128x128_7098437adbc6922c_4.png,ondemand_texture_replace\MarioGalaxy\8155312691095657519.png
ObjectData\TrialBubbleSPlanet\tex1_128x128_bef3e125fd780a5e_4.png,ondemand_texture_replace\MarioGalaxy\13302563620679335028.png
ObjectData\TrialBubbleSPlanet\tex1_64x64_23783d347979aa9a_4.png,ondemand_texture_replace\MarioGalaxy\13597139796118075502.png
ObjectData\TrialBubbleSPlanet\tex1_64x64_b3bf47dd22d24041_4.png,ondemand_texture_replace\MarioGalaxy\15036423235357433605.png
ObjectData\TridentPlanet\tex1_128x128_m_9af403cf5d1122cb_14.png,MarioGalaxy_Sub\45b9703af582ce76.png
ObjectData\TridentPlanet\tex1_128x128_m_9af403cf5d1122cb_14_mip1.png,MarioGalaxy_Sub\45b9703af582ce76_lod1.png
ObjectData\TridentPlanet\tex1_128x128_m_9af403cf5d1122cb_14_mip2.png,MarioGalaxy_Sub\45b9703af582ce76_lod2.png
ObjectData\TridentPlanet\tex1_128x128_m_9af403cf5d1122cb_14_mip3.png,MarioGalaxy_Sub\45b9703af582ce76_lod3.png
ObjectData\Tripod2BossLow\tex1_128x128_1eb40fca8a36c49f_14.png,ondemand_texture_replace\MarioGalaxy\11411261725791511178.png
ObjectData\Tripod2BossLow\tex1_128x128_5a36ad153eee7990_14.png,ondemand_texture_replace\MarioGalaxy\650629228738151708.png
ObjectData\Tripod2BossLow\tex1_64x64_1a0bb1083a75fcd4_14.png,ondemand_texture_replace\MarioGalaxy\2724772012411412851.png
ObjectData\TriPodBossBodyA\tex1_128x128_b66770ca65c5feb1_14.png,ondemand_texture_replace\MarioGalaxy\2172913456917614949.png
ObjectData\TriPodBossBodyA\tex1_128x128_da9f7985038d3302_14.png,ondemand_texture_replace\MarioGalaxy\8690161725481547239.png
ObjectData\TriPodBossBodyA\tex1_16x32_f04b3606b03cc953_14.png,ondemand_texture_replace\MarioGalaxy\5618545398544538095.png
ObjectData\TriPodBossBodyA\tex1_32x128_36ab8ecb83e14278_14.png,ondemand_texture_replace\MarioGalaxy\15281762547367594158.png
ObjectData\TriPodBossBodyA\tex1_32x128_78c857afad5048a9_14.png,ondemand_texture_replace\MarioGalaxy\13002691247075983606.png
ObjectData\TripodBossCoreBreak\tex1_256x256_e848dd57eb6c2684_14.png,ondemand_texture_replace\MarioGalaxy\5172121102503896921.png
ObjectData\TripodBossCoreBreak\tex1_64x64_d11045f089d12c6d_14.png,ondemand_texture_replace\MarioGalaxy\14225500558871431681.png
ObjectData\TriPodBossFoot\tex1_128x128_ff82f69319337cf4_14.png,ondemand_texture_replace\MarioGalaxy\10067223922706971175.png
ObjectData\TriPodBossGearB\tex1_128x128_76d65c0c4dab3611_14.png,ondemand_texture_replace\MarioGalaxy\6616056455951724233.png
ObjectData\TriPodBossHeadLight\tex1_128x128_d4d140646c00420e_1.png,MarioGalaxy\f8efd0e5e78c2186.png
ObjectData\TripodPlanet\tex1_128x128_30453dbea4192a75_14.png,ondemand_texture_replace\MarioGalaxy\13748122865592444537.png
ObjectData\TripodPlanet\tex1_128x64_4322a6c58c8906e8_14.png,ondemand_texture_replace\MarioGalaxy\5772890489777775145.png
ObjectData\TripodPlanet\tex1_256x256_16b7edac1b2c55bc_14.png,ondemand_texture_replace\MarioGalaxy\3975942509087003978.png
ObjectData\TripodPlanet\tex1_256x256_1bc99d646fb650ec_14.png,ondemand_texture_replace\MarioGalaxy\12158535002281379446.png
ObjectData\TripodPlanet\tex1_256x256_824e265f9f6a8292_14.png,ondemand_texture_replace\MarioGalaxy\14659769714064827326.png
ObjectData\TShapePlanet\tex1_256x256_m_c8290cc3fdb7edf6_14.png,MarioGalaxy\f58e9ef37efa7b84.png
ObjectData\TShapePlanet\tex1_256x256_m_c8290cc3fdb7edf6_14_mip1.png,MarioGalaxy\f58e9ef37efa7b84_lod1.png
ObjectData\Tsukidashikun\tex1_256x256_5860f0447ac1e326_14.png,ondemand_texture_replace\MarioGalaxy\15618449441656887981.png
ObjectData\TubedRelayPlanet\tex1_128x128_130155ac15f79adc_14.png,ondemand_texture_replace\MarioGalaxy\3031784058386925666.png
ObjectData\TubedRelayPlanet\tex1_128x128_2ca553a47db0c9be_14.png,ondemand_texture_replace\MarioGalaxy\18071928747833712173.png
ObjectData\TubedRelayPlanet\tex1_128x128_35b41bfb9232ada8_14.png,ondemand_texture_replace\MarioGalaxy\12810576557295490491.png
ObjectData\TubedRelayPlanet\tex1_128x128_7fd6893fdd00713a_14.png,ondemand_texture_replace\MarioGalaxy\10220606481972968888.png
ObjectData\TwilightAir\tex1_128x128_44e3fdf7bb8b1752_0.png,ondemand_texture_replace\MarioGalaxy\14545964202171323595.png
ObjectData\TwilightAir\tex1_256x256_36272873624585a8_1.png,ondemand_texture_replace\MarioGalaxy\6794663542731374683.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14.png,MarioGalaxy\cea16e5cc2d42756.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14_mip1.png,MarioGalaxy\cea16e5cc2d42756_lod1.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14_mip2.png,MarioGalaxy\cea16e5cc2d42756_lod2.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14_mip3.png,MarioGalaxy\cea16e5cc2d42756_lod3.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14_mip4.png,MarioGalaxy\cea16e5cc2d42756_lod4.png
ObjectData\TwilightAir\tex1_256x256_m_4efc8ae585c483bc_14_mip5.png,MarioGalaxy\cea16e5cc2d42756_lod5.png
ObjectData\TwinFallLakePlanet\tex1_128x128_063835567ed7ec96_14.png,ondemand_texture_replace\MarioGalaxy\1853203732763011448.png
ObjectData\TwinFallLakePlanet\tex1_128x128_58c8f13b8e8137d9_14.png,ondemand_texture_replace\MarioGalaxy\15623794790071481549.png
ObjectData\TwinFallLakePlanet\tex1_128x128_5cb1ed44c3873b97_14.png,ondemand_texture_replace\MarioGalaxy\2305285743574361812.png
ObjectData\TwinFallLakePlanet\tex1_128x128_761b22a422e0aefd_0.png,ondemand_texture_replace\MarioGalaxy\9453427944253061960.png
ObjectData\TwinFallLakePlanet\tex1_128x128_b7ffda62bf6b3531_14.png,ondemand_texture_replace\MarioGalaxy\13733542752320424906.png
ObjectData\TwinFallLakePlanet\tex1_128x128_c6be487244d870d3_14.png,ondemand_texture_replace\MarioGalaxy\9688251829403285596.png
ObjectData\TwinFallLakePlanet\tex1_128x128_fb3d484119b5613b_14.png,ondemand_texture_replace\MarioGalaxy\7341563816438484068.png
ObjectData\TwinFallLakePlanet\tex1_128x64_02f80b582b46eb44_14.png,ondemand_texture_replace\MarioGalaxy\15930059248057359837.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14.png,MarioGalaxy\929f543eea6c09bf.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14_mip1.png,MarioGalaxy\929f543eea6c09bf_lod1.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14_mip2.png,MarioGalaxy\929f543eea6c09bf_lod2.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14_mip3.png,MarioGalaxy\929f543eea6c09bf_lod3.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14_mip4.png,MarioGalaxy\929f543eea6c09bf_lod4.png
ObjectData\TwinFallLakePlanet\tex1_256x256_m_c71c938a4fb4bd71_14_mip5.png,MarioGalaxy\929f543eea6c09bf_lod5.png
ObjectData\TwinFallLakePlanet\tex1_64x64_590cef523e0b4ac2_14.png,ondemand_texture_replace\MarioGalaxy\8009446644466887022.png
ObjectData\TwinFallLakePlanetLow\tex1_16x16_c44367b5689e0e06_14.png,ondemand_texture_replace\MarioGalaxy\18020540251091438401.png
ObjectData\TwinPeanutsPlanetA\tex1_128x128_17c96abf2ef44cad_14.png,ondemand_texture_replace\MarioGalaxy\10877110504355996439.png
ObjectData\TwinPeanutsPlanetA\tex1_128x128_f0013e73240d1edd_14.png,ondemand_texture_replace\MarioGalaxy\491975739622571856.png
ObjectData\TwinPeanutsPlanetA\tex1_256x256_39b20500801a0e62_14.png,ondemand_texture_replace\MarioGalaxy\13751669520192701472.png
ObjectData\TwinPeanutsPlanetA\tex1_256x256_8df8e352a47d6123_14.png,ondemand_texture_replace\MarioGalaxy\17477696281257112360.png
ObjectData\TwinPeanutsPlanetA\tex1_256x256_d17e913975f1748f_14.png,ondemand_texture_replace\MarioGalaxy\8791873239756975627.png
ObjectData\TwinPeanutsPlanetA\tex1_64x64_1fce905d967ce733_14.png,ondemand_texture_replace\MarioGalaxy\13847855696446108375.png
ObjectData\TwisterSan\tex1_256x256_58b48b45f78c4f26_14.png,ondemand_texture_replace\MarioGalaxy\11214292336305077592.png
ObjectData\TwisterSan\tex1_256x256_cffcd5ae4c93872c_1.png,ondemand_texture_replace\MarioGalaxy\9505747151918916254.png
ObjectData\TwisterSan\tex1_256x256_e88dbf9e9bfcf7b4_1.png,ondemand_texture_replace\MarioGalaxy\1517159599954613109.png
ObjectData\UFOBattleStageC\tex1_256x256_34f9ea6e5fa396ac_14.png,ondemand_texture_replace\MarioGalaxy\5510001624518394943.png
ObjectData\UFOBattleStageC\tex1_256x256_cf45c3c839afdbef_14.png,ondemand_texture_replace\MarioGalaxy\3821794114289377214.png
ObjectData\UFOBattleStageC\tex1_32x32_92d9ca2963efb749_14.png,ondemand_texture_replace\MarioGalaxy\770269011706890076.png
ObjectData\UFOKinoko\tex1_128x128_19b177eaa0da7676_14.png,ondemand_texture_replace\MarioGalaxy\5695462653120289296.png
ObjectData\UFOKinoko\tex1_128x128_6b8272e1cb23d336_14.png,ondemand_texture_replace\MarioGalaxy\8475664333450302487.png
ObjectData\UFOKinoko\tex1_128x128_c26b92376fd20fc1_1.png,MarioGalaxy\c737c582132ddc63.png
ObjectData\UFOKinoko\tex1_128x256_95847ee2d7888b2c_0.png,ondemand_texture_replace\MarioGalaxy\3496981556922120151.png
ObjectData\UFOKinoko\tex1_256x128_b0ebe102d67acee3_14.png,ondemand_texture_replace\MarioGalaxy\17571701361235977157.png
ObjectData\UFOSandObstacleA\tex1_128x128_061bbca7a90be0a0_14.png,ondemand_texture_replace\MarioGalaxy\8322813537919012347.png
ObjectData\UnderseaTunnelPlanet\tex1_128x128_d6bd34f5c5d250bf_14.png,ondemand_texture_replace\MarioGalaxy\104514636182857752.png
ObjectData\UnderseaTunnelPlanet\tex1_128x128_e2cb379cc3d874e7_14.png,ondemand_texture_replace\MarioGalaxy\13184070601316533684.png
ObjectData\UnderseaTunnelPlanet\tex1_256x256_0c660e303c1f7b19_14.png,ondemand_texture_replace\MarioGalaxy\9962643333582937326.png
ObjectData\UnderseaTunnelPlanet\tex1_256x256_194dd7f9258b1ced_14.png,ondemand_texture_replace\MarioGalaxy\2969903231586569370.png
ObjectData\UnderseaTunnelPlanet\tex1_256x256_5e5c67c72b93451d_14.png,ondemand_texture_replace\MarioGalaxy\8394458057747586287.png
ObjectData\UnderseaTunnelPlanet\tex1_256x256_bcc51c8f64fe1040_14.png,ondemand_texture_replace\MarioGalaxy\2844152765396492098.png
ObjectData\Unizo\tex1_64x64_45a68e731f756899_14.png,ondemand_texture_replace\MarioGalaxy\16342663837306885597.png
ObjectData\Unizo\tex1_64x64_86339bf71fcd246b_14.png,ondemand_texture_replace\MarioGalaxy\5110133247241129974.png
ObjectData\Unizo\tex1_64x64_8a097976e3968134_14.png,ondemand_texture_replace\MarioGalaxy\1089071260936726409.png
ObjectData\Unizo\tex1_64x64_98c9262e5aae4ace_14.png,ondemand_texture_replace\MarioGalaxy\17746601951322989168.png
ObjectData\Unizo\tex1_64x64_f8e5e8e72e5f3db7_14.png,ondemand_texture_replace\MarioGalaxy\8549845556126061339.png
ObjectData\UnizoBreak\tex1_64x64_e9b89612e4214bdd_14.png,ondemand_texture_replace\MarioGalaxy\5932388948832637402.png
ObjectData\UnizoLand\tex1_64x32_38b977351867de4d_14.png,ondemand_texture_replace\MarioGalaxy\7616742175427199775.png
ObjectData\UnizoLand\tex1_64x64_85036ab17af86452_14.png,ondemand_texture_replace\MarioGalaxy\13246643182711686827.png
ObjectData\UnizoLand\tex1_64x64_931cf59d96e700c7_14.png,ondemand_texture_replace\MarioGalaxy\12477742424479004211.png
ObjectData\UnizoLand\tex1_64x64_d0ee275a3ac6e12e_14.png,ondemand_texture_replace\MarioGalaxy\11526720074418543313.png
ObjectData\UnizoLand\tex1_64x64_f62f1232df5571c0_14.png,ondemand_texture_replace\MarioGalaxy\17435413458377301104.png
ObjectData\UnizoLandBreak\tex1_64x64_b97e7c72feba5608_14.png,ondemand_texture_replace\MarioGalaxy\2981711335766768767.png
ObjectData\ValveSwitch\tex1_128x128_702f995029a266cd_14.png,ondemand_texture_replace\MarioGalaxy\8763060391508967330.png
ObjectData\VRDarkSpace\tex1_512x512_e6c25e06d47c4d4b_14.png,ondemand_texture_replace\MarioGalaxy\15659064797021210989.png
ObjectData\VRDarkSpace\tex1_64x64_67490238c768ff44_2.png,ondemand_texture_replace\MarioGalaxy\6480718932431902369.png
ObjectData\VROrbit\tex1_1024x512_6b1ec034fec1b3d2_0.png,MarioGalaxy_Sub\1cad29e67d8223cb.png
ObjectData\VROrbit\tex1_128x64_0c5dd7caa5ad55a1_4.png,MarioGalaxy_Sub\8d90986bbb9dae04.png
ObjectData\VROrbit\tex1_256x256_m_f2a7e065efb43068_0.png,MarioGalaxy_Sub\3e03670d64cd943a.png
ObjectData\VROrbit\tex1_256x256_m_f2a7e065efb43068_0_mip1.png,MarioGalaxy_Sub\3e03670d64cd943a_lod1.png
ObjectData\VROrbit\tex1_256x256_m_f2a7e065efb43068_0_mip2.png,MarioGalaxy_Sub\3e03670d64cd943a_lod2.png
ObjectData\VROrbit\tex1_256x256_m_f2a7e065efb43068_0_mip3.png,MarioGalaxy_Sub\3e03670d64cd943a_lod3.png
ObjectData\VROrbit\tex1_256x256_m_f2a7e065efb43068_0_mip4.png,MarioGalaxy_Sub\3e03670d64cd943a_lod4.png
ObjectData\VROrbit\tex1_64x64_3171becf396dc4e1_14.png,MarioGalaxy_Sub\1ae9af9d54c3d7f1.png
ObjectData\VROrbit\tex1_64x64_5dda41b94ab6cbee_1.png,MarioGalaxy_Sub\fa5bec9b18cf843a.png
ObjectData\VROrbit\tex1_64x64_9a672fdc91873888_14.png,MarioGalaxy_Sub\60a6c6904d98f3c8.png
ObjectData\VROrbit\tex1_8x32_9370b5f28a16efca_1.png,MarioGalaxy_Sub\5754ad84922a0cf0.png
ObjectData\VRSandwichSun\tex1_32x64_e766d83ba429ff07_1.png,ondemand_texture_replace\MarioGalaxy\5299963959391685628.png
ObjectData\VRSandwichSun\tex1_512x512_2216e4a291d434ad_14.png,ondemand_texture_replace\MarioGalaxy\10993789406601555952.png
ObjectData\VsBegomanSpikePlanet\tex1_128x128_1bc56cb471163f2f_14.png,ondemand_texture_replace\MarioGalaxy\18108389254646289839.png
ObjectData\VsBegomanSpikePlanet\tex1_128x128_2b11ad900da7f45c_14.png,ondemand_texture_replace\MarioGalaxy\4342397850863605084.png
ObjectData\VsBegomanSpikePlanet\tex1_128x128_c3ddf9de1fb76faa_14.png,ondemand_texture_replace\MarioGalaxy\12054033117762820800.png
ObjectData\VsBegomanSpikePlanet\tex1_128x128_ed9467cef8847843_14.png,ondemand_texture_replace\MarioGalaxy\9287193635392546015.png
ObjectData\WanwanRolling\tex1_128x128_d67e3d0767a52323_2.png,MarioGalaxy_Sub\a97454d3fb9bc4c4.png
ObjectData\WanwanRolling\tex1_64x128_efa8bd258c2e01bc_14.png,ondemand_texture_replace\MarioGalaxy\2024784101136043849.png
ObjectData\WanwanRollingGold\tex1_64x64_7b4dc1ee89c01c33_14.png,ondemand_texture_replace\MarioGalaxy\13956285344921849005.png
ObjectData\WarpPod\warppod\tex1_32x32_df107dd33c2ba4b0_14.png,MarioGalaxy_Sub\5380ec9b65f31189.png
ObjectData\WarpPod\warppod\tex1_64x64_719f28dccde160d0_1.png,MarioGalaxy_Sub\457deb375db62bae.png
ObjectData\WarpPod\warppod\tex1_64x64_b0084c67089a12b1_0.png,MarioGalaxy_Sub\6f86402dea9a70b7.png
ObjectData\WatchTowerRotateStep\tex1_128x128_20d9ff38e211d0b3_14.png,ondemand_texture_replace\MarioGalaxy\1126915405158091669.png
ObjectData\WaterBazooka\tex1_256x256_a1935f5607cc1fcf_14.png,ondemand_texture_replace\MarioGalaxy\17149555838859031389.png
