path_in_A,path_in_B
ObjectData\TwoLegs\tex1_64x64_dea833c600984e32_14.png,ondemand_texture_replace\MarioGalaxy\11880687651529931362.png
ObjectData\UFOKinoko\tex1_128x128_19b177eaa0da7676_14.png,ondemand_texture_replace\MarioGalaxy\5695462653120289296.png
ObjectData\UFOKinoko\tex1_128x128_c26b92376fd20fc1_1.png,MarioGalaxy\c737c582132ddc63.png
ObjectData\UFOKinoko\tex1_128x256_95847ee2d7888b2c_0.png,ondemand_texture_replace\MarioGalaxy\3496981556922120151.png
ObjectData\UFOKinoko\tex1_256x128_b0ebe102d67acee3_14.png,ondemand_texture_replace\MarioGalaxy\17571701361235977157.png
ObjectData\UFOShapePassThroughPlanet\tex1_64x64_54c25833d537e9cc_14.png,ondemand_texture_replace\MarioGalaxy\15490686001124692021.png
ObjectData\UFOShapePassThroughPlanetParts\tex1_128x128_m_d48b46fd4dba1546_14.png,MarioGalaxy\cb23bd92f973dd9e.png
ObjectData\UFOShapePassThroughPlanetParts\tex1_128x128_m_d48b46fd4dba1546_14_mip1.png,MarioGalaxy\cb23bd92f973dd9e_lod1.png
ObjectData\UFOShapePassThroughPlanetParts\tex1_128x128_m_d48b46fd4dba1546_14_mip2.png,MarioGalaxy\cb23bd92f973dd9e_lod2.png
ObjectData\UFOShapePassThroughPlanetParts\tex1_128x128_m_d48b46fd4dba1546_14_mip3.png,MarioGalaxy\cb23bd92f973dd9e_lod3.png
ObjectData\UFOShapePassThroughPlanetParts\tex1_128x128_m_d48b46fd4dba1546_14_mip4.png,MarioGalaxy\cb23bd92f973dd9e_lod4.png
ObjectData\Unbaba\tex1_256x256_e96130ed5e3e011c_14.png,MarioGalaxy\eb756b18a3a00b67.png
ObjectData\Unbaba\tex1_64x64_02fba77c9b13883b_14.png,ondemand_texture_replace\MarioGalaxy\12834258954647369916.png
ObjectData\Unbaba\tex1_64x64_10c4a47d2b1f4987_14.png,ondemand_texture_replace\MarioGalaxy\17934166464619226649.png
ObjectData\UnbabaSlim\tex1_256x256_7794555dcc600ae5_14.png,MarioGalaxy_Sub\28088195d8dff55e.png
ObjectData\UnderGroundDangeonPlanetA\tex1_256x256_086fba22e5cd518e_14.png,ondemand_texture_replace\MarioGalaxy\4290056055568423075.png
ObjectData\UnderGroundDangeonPlanetA\tex1_256x256_402d29081f767fb9_14.png,ondemand_texture_replace\MarioGalaxy\228273193403217994.png
ObjectData\UnderGroundDangeonPlanetA\tex1_256x256_743417681fa8df78_14.png,ondemand_texture_replace\MarioGalaxy\4667503121564039629.png
ObjectData\UnderGroundDangeonPlanetA\tex1_256x256_b39677c077db1635_14.png,ondemand_texture_replace\MarioGalaxy\17534465313707996551.png
ObjectData\UnderGroundDangeonPlanetA\tex1_256x64_3e64d6888903f4ad_14.png,ondemand_texture_replace\MarioGalaxy\17803077571326200799.png
ObjectData\UnderGroundDangeonPlanetB\tex1_128x128_90b6e4c165614be0_14.png,ondemand_texture_replace\MarioGalaxy\5355961644373672033.png
ObjectData\UnderGroundDangeonPlanetB\tex1_256x256_f7093b8267126ef7_14.png,ondemand_texture_replace\MarioGalaxy\17562716309782912709.png
ObjectData\UniverseAir\tex1_128x128_70b0e4831fa911f0_4.png,ondemand_texture_replace\MarioGalaxy\5704015147714073383.png
ObjectData\Unizo\tex1_64x64_45a68e731f756899_14.png,ondemand_texture_replace\MarioGalaxy\16342663837306885597.png
ObjectData\Unizo\tex1_64x64_86339bf71fcd246b_14.png,ondemand_texture_replace\MarioGalaxy\5110133247241129974.png
ObjectData\Unizo\tex1_64x64_8a097976e3968134_14.png,ondemand_texture_replace\MarioGalaxy\1089071260936726409.png
ObjectData\Unizo\tex1_64x64_98c9262e5aae4ace_14.png,ondemand_texture_replace\MarioGalaxy\17746601951322989168.png
ObjectData\Unizo\tex1_64x64_f8e5e8e72e5f3db7_14.png,ondemand_texture_replace\MarioGalaxy\8549845556126061339.png
ObjectData\UnizoBreak\tex1_64x64_e9b89612e4214bdd_14.png,ondemand_texture_replace\MarioGalaxy\5932388948832637402.png
ObjectData\UnizoLand\tex1_64x32_38b977351867de4d_14.png,ondemand_texture_replace\MarioGalaxy\7616742175427199775.png
ObjectData\UnizoLand\tex1_64x64_85036ab17af86452_14.png,ondemand_texture_replace\MarioGalaxy\13246643182711686827.png
ObjectData\UnizoLand\tex1_64x64_931cf59d96e700c7_14.png,ondemand_texture_replace\MarioGalaxy\12477742424479004211.png
ObjectData\UnizoLand\tex1_64x64_d0ee275a3ac6e12e_14.png,ondemand_texture_replace\MarioGalaxy\11526720074418543313.png
ObjectData\UnizoLand\tex1_64x64_f62f1232df5571c0_14.png,ondemand_texture_replace\MarioGalaxy\17435413458377301104.png
ObjectData\UnizoLandBreak\tex1_64x64_b97e7c72feba5608_14.png,ondemand_texture_replace\MarioGalaxy\2981711335766768767.png
ObjectData\VRDarkSpace\tex1_512x512_e6c25e06d47c4d4b_14.png,ondemand_texture_replace\MarioGalaxy\15659064797021210989.png
ObjectData\VRSandwichSun\tex1_128x128_0a2b99c1f566e94a_14.png,MarioGalaxy\10b128ed9eddcffe.png
ObjectData\VR_GrandGalaxy\tex1_128x128_ff090266250d1dc0_0.png,ondemand_texture_replace\MarioGalaxy\15867985518748137175.png
ObjectData\VR_GrandGalaxy\tex1_256x256_6aca14931fed1d1a_1.png,ondemand_texture_replace\MarioGalaxy\4864043341767962359.png
ObjectData\VR_GrandGalaxy\tex1_256x256_a67ca3adf9979d3e_0.png,ondemand_texture_replace\MarioGalaxy\3303547511011592044.png
ObjectData\VsKingTossinPlanet\tex1_64x64_m_fcc113ebc9148482_14.png,ondemand_texture_replace\MarioGalaxy\13249195659749462151.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_5e2de3e7e832ad79_14.png,ondemand_texture_replace\MarioGalaxy\5383514428368141505.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_71579326bd59b960_14_arb.png,MarioGalaxy\171682867f0330c7.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_71579326bd59b960_14_arb_mip1.png,MarioGalaxy\171682867f0330c7_lod1.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_71579326bd59b960_14_arb_mip2.png,MarioGalaxy\171682867f0330c7_lod2.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_71579326bd59b960_14_arb_mip3.png,MarioGalaxy\171682867f0330c7_lod3.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_71579326bd59b960_14_arb_mip4.png,MarioGalaxy\171682867f0330c7_lod4.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_e84136d5d29a146a_14.png,MarioGalaxy\9a67f9a222eaa815.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_e84136d5d29a146a_14_mip1.png,MarioGalaxy\9a67f9a222eaa815_lod1.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_e84136d5d29a146a_14_mip2.png,MarioGalaxy\9a67f9a222eaa815_lod2.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_e84136d5d29a146a_14_mip3.png,MarioGalaxy\9a67f9a222eaa815_lod3.png
ObjectData\VsKoopaLv3Sky\tex1_128x128_m_e84136d5d29a146a_14_mip4.png,MarioGalaxy\9a67f9a222eaa815_lod4.png
ObjectData\VsKoopaLv3Sky\tex1_128x64_d1436e6fcb0c250b_14.png,ondemand_texture_replace\MarioGalaxy\6519345293189821252.png
ObjectData\VsOtaRockTankIcePlanet\tex1_256x256_370f293f72e4a26f_14.png,ondemand_texture_replace\MarioGalaxy\970399003123193300.png
ObjectData\WanwanGoal\tex1_128x128_bc1ddfae93d39b14_14.png,ondemand_texture_replace\MarioGalaxy\14731327208333697283.png
ObjectData\WanwanRollingGold\tex1_64x64_7b4dc1ee89c01c33_14.png,ondemand_texture_replace\MarioGalaxy\13956285344921849005.png
ObjectData\WanwanSearch\tex1_64x64_44072610ddbf1f7b_14.png,ondemand_texture_replace\MarioGalaxy\13331903613793026774.png
ObjectData\WarpPod\WarpPod\tex1_32x32_df107dd33c2ba4b0_14.png,MarioGalaxy_Sub\5380ec9b65f31189.png
ObjectData\WarpPod\WarpPod\tex1_64x64_b0084c67089a12b1_0.png,MarioGalaxy_Sub\6f86402dea9a70b7.png
ObjectData\WaterAcrossSpherePlanet\tex1_128x128_m_2fb421510f51ea68_14.png,MarioGalaxy\a8964fce3dffd41c.png
ObjectData\WaterAcrossSpherePlanet\tex1_128x128_m_2fb421510f51ea68_14_mip1.png,MarioGalaxy\a8964fce3dffd41c_lod1.png
ObjectData\WaterAcrossSpherePlanet\tex1_128x128_m_2fb421510f51ea68_14_mip2.png,MarioGalaxy\a8964fce3dffd41c_lod2.png
ObjectData\WaterAcrossSpherePlanet\tex1_128x128_m_2fb421510f51ea68_14_mip3.png,MarioGalaxy\a8964fce3dffd41c_lod3.png
ObjectData\WaterAcrossSpherePlanet\tex1_128x64_48b6f97e2484cc28_14.png,ondemand_texture_replace\MarioGalaxy\1991196344355206842.png
ObjectData\WaterAcrossSpherePlanet\tex1_256x128_999eaf8779ae523e_14.png,ondemand_texture_replace\MarioGalaxy\4273129182612405453.png
ObjectData\WaterAcrossSpherePlanet\tex1_256x256_8c219cccc79cd16a_14.png,ondemand_texture_replace\MarioGalaxy\371799926765183734.png
ObjectData\WaterBullet\tex1_64x64_a2fba0883f9ccb6f_1.png,ondemand_texture_replace\MarioGalaxy\7718728892575385724.png
ObjectData\WaterFortressPlanet\tex1_64x32_9edf5c03650f19bd_14.png,ondemand_texture_replace\MarioGalaxy\7054737715309324773.png
ObjectData\Watermelon\tex1_64x64_cde7be259eab6147_14.png,ondemand_texture_replace\MarioGalaxy\10416220268875182087.png
ObjectData\WaterPlant\tex1_64x256_m_3168f07e87ae6f3e_14.png,ondemand_texture_replace\MarioGalaxy\5130414456313504488.png
ObjectData\WaterPlant\tex1_64x256_m_c26f24e13044035e_14.png,ondemand_texture_replace\MarioGalaxy\4240811096040288225.png
ObjectData\WaterPlant\tex1_64x256_m_f503b9b4b9aa9210_14.png,ondemand_texture_replace\MarioGalaxy\13771561562035761200.png
ObjectData\WaterSphereCoralPlanet\tex1_64x64_a4ab961ead4eb0da_14.png,ondemand_texture_replace\MarioGalaxy\7814547104071865851.png
ObjectData\WaterSphereCoralPlanetLow\tex1_128x128_807828720b7ddea6_14.png,ondemand_texture_replace\MarioGalaxy\13472270952302353490.png
ObjectData\WhiteOutPlanet\tex1_128x128_2c89f70c35877afa_14.png,ondemand_texture_replace\MarioGalaxy\8314279118281471709.png
ObjectData\WireCoverCage\tex1_256x256_4082e8114ffc4415_14.png,ondemand_texture_replace\MarioGalaxy\6475514296254817054.png
ObjectData\WireCoverCage\tex1_256x256_76d44466dd235ed3_14.png,ondemand_texture_replace\MarioGalaxy\9244915351460028397.png
ObjectData\WoodLogBridge\tex1_32x32_d41bd606023b0490_14.png,ondemand_texture_replace\MarioGalaxy\8106325951456766814.png
ObjectData\WorldMap01Model\tex1_256x256_396984624b8aa266_14.png,ondemand_texture_replace\MarioGalaxy\2690905519651316707.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb.png,MarioGalaxy\be515046291312fd.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb_mip1.png,MarioGalaxy\be515046291312fd_lod1.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb_mip2.png,MarioGalaxy\be515046291312fd_lod2.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb_mip3.png,MarioGalaxy\be515046291312fd_lod3.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb_mip4.png,MarioGalaxy\be515046291312fd_lod4.png
ObjectData\WorldMap01Model\tex1_256x256_m_e4d4dfdd9664f87e_1_arb_mip5.png,MarioGalaxy\be515046291312fd_lod5.png
ObjectData\WorldMap01Sky\tex1_128x128_m_cdbc1f2365be9c4f_0_arb.png,MarioGalaxy_Sub\207a6ab9f2684d4f.png
ObjectData\WorldMap01Sky\tex1_128x128_m_cdbc1f2365be9c4f_0_arb_mip1.png,MarioGalaxy_Sub\207a6ab9f2684d4f_lod1.png
ObjectData\WorldMap01Sky\tex1_128x128_m_cdbc1f2365be9c4f_0_arb_mip2.png,MarioGalaxy_Sub\207a6ab9f2684d4f_lod2.png
ObjectData\WorldMap01Sky\tex1_128x128_m_cdbc1f2365be9c4f_0_arb_mip3.png,MarioGalaxy_Sub\207a6ab9f2684d4f_lod3.png
ObjectData\WorldMap01Sky\tex1_128x128_m_cdbc1f2365be9c4f_0_arb_mip4.png,MarioGalaxy_Sub\207a6ab9f2684d4f_lod4.png
ObjectData\WorldMap02Model\tex1_128x32_920e87ffd14ea07d_1.png,ondemand_texture_replace\MarioGalaxy\6396995163111071647.png
ObjectData\WorldMap02Model\tex1_32x32_fccfc07d1d2027ce_1.png,ondemand_texture_replace\MarioGalaxy\10900763105696521794.png
ObjectData\WorldMap02Model\tex1_64x32_3e30a299eb34d9fb_1.png,ondemand_texture_replace\MarioGalaxy\10310239626024685089.png
ObjectData\WorldMap02Model\tex1_64x512_1f3dbee141e67a93_14.png,ondemand_texture_replace\MarioGalaxy\17691506048590197270.png
ObjectData\WorldMap03Model\tex1_128x64_ca8c038cbfadd849_1.png,ondemand_texture_replace\MarioGalaxy\6118330498617770039.png
ObjectData\WorldMap03Sky\tex1_128x128_4f5dc9f3c081b827_14.png,ondemand_texture_replace\MarioGalaxy\1408625556325260991.png
ObjectData\WorldMap03Sky\tex1_128x128_6508cab4627ef818_14.png,ondemand_texture_replace\MarioGalaxy\13236451218095877760.png
ObjectData\WorldMap03Sky\tex1_128x128_6d8071ddfb2e6b51_4.png,ondemand_texture_replace\MarioGalaxy\10297570369332387338.png
ObjectData\WorldMap03Sky\tex1_256x256_396d28a34627d5a2_4.png,ondemand_texture_replace\MarioGalaxy\11824201979300744192.png
ObjectData\WorldMap04Model\tex1_128x64_abafaf19e0c4091d_1.png,ondemand_texture_replace\MarioGalaxy\6466548750025030153.png
ObjectData\WorldMap04Model\tex1_256x256_895992fd4de507c2_14.png,ondemand_texture_replace\MarioGalaxy\7526856572747008485.png
ObjectData\WorldMap04Model\tex1_256x512_5bbb2e216b7c9e6d_1.png,ondemand_texture_replace\MarioGalaxy\15961835754023525768.png
ObjectData\WorldMap04Sky\tex1_128x128_473b731dd0ea2754_14.png,ondemand_texture_replace\MarioGalaxy\12066349751226910293.png
ObjectData\WorldMap05Model\tex1_128x128_8130d780e3e1d763_14.png,ondemand_texture_replace\MarioGalaxy\5554056103356551202.png
ObjectData\WorldMap05Model\tex1_128x128_m_c6f5235b99573bc9_1_arb.png,MarioGalaxy\bf9160792360dccd.png
ObjectData\WorldMap05Model\tex1_128x128_m_c6f5235b99573bc9_1_arb_mip1.png,MarioGalaxy\bf9160792360dccd_lod1.png
ObjectData\WorldMap05Model\tex1_128x128_m_c6f5235b99573bc9_1_arb_mip2.png,MarioGalaxy\bf9160792360dccd_lod2.png
ObjectData\WorldMap05Model\tex1_128x128_m_c6f5235b99573bc9_1_arb_mip3.png,MarioGalaxy\bf9160792360dccd_lod3.png
ObjectData\WorldMap05Model\tex1_128x128_m_c6f5235b99573bc9_1_arb_mip4.png,MarioGalaxy\bf9160792360dccd_lod4.png
ObjectData\WorldMap05Model\tex1_128x256_0b41ba959f5a5ac7_1.png,ondemand_texture_replace\MarioGalaxy\13559675854192105950.png
ObjectData\WorldMap05Model\tex1_256x128_2c75679eecd3a61c_14.png,ondemand_texture_replace\MarioGalaxy\9040862099338024469.png
ObjectData\WorldMap05Model\tex1_256x256_ae2757de5c228b5f_14.png,ondemand_texture_replace\MarioGalaxy\13722590245587745995.png
ObjectData\WorldMap05Model\tex1_32x64_c05330e316dd43ad_1.png,ondemand_texture_replace\MarioGalaxy\17374000308427966556.png
ObjectData\WorldMap05Model\tex1_64x128_dae94e6fb8caea85_1.png,ondemand_texture_replace\MarioGalaxy\10051441577194915601.png
ObjectData\WorldMap06Model\tex1_128x128_587f8c004e6594a6_1.png,ondemand_texture_replace\MarioGalaxy\5041819179994486046.png
ObjectData\WorldMap06Model\tex1_256x256_cbc1ef36920f80a2_1.png,ondemand_texture_replace\MarioGalaxy\17205913942478402932.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb.png,MarioGalaxy\e3819ccfda52ed1b.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb_mip1.png,MarioGalaxy\e3819ccfda52ed1b_lod1.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb_mip2.png,MarioGalaxy\e3819ccfda52ed1b_lod2.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb_mip3.png,MarioGalaxy\e3819ccfda52ed1b_lod3.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb_mip4.png,MarioGalaxy\e3819ccfda52ed1b_lod4.png
ObjectData\WorldMap06Model\tex1_256x256_m_d8466224f1a6d0d6_1_arb_mip5.png,MarioGalaxy\e3819ccfda52ed1b_lod5.png
ObjectData\WorldMap07Model\tex1_128x128_c20f9cd7d7d45606_1.png,ondemand_texture_replace\MarioGalaxy\12873468468943983063.png
ObjectData\WorldMap07Model\tex1_128x32_390fe45b1536ce42_1.png,ondemand_texture_replace\MarioGalaxy\12515441967791660475.png
ObjectData\WorldMap07Model\tex1_512x512_2784539b383c9eaa_14.png,ondemand_texture_replace\MarioGalaxy\4305140200015689787.png
ObjectData\WorldMap07Model\tex1_64x64_bcd54c2c26de2c3c_1.png,ondemand_texture_replace\MarioGalaxy\15550501668750718570.png
ObjectData\WorldMap07Model\tex1_64x64_d692b085a7ea83d4_14.png,ondemand_texture_replace\MarioGalaxy\7392609866521455755.png
ObjectData\WorldMap07Model\tex1_8x64_20dc9edff02ccb6e_4.png,ondemand_texture_replace\MarioGalaxy\10052336173283400719.png
ObjectData\YoshiCaptureClimbPlanet\tex1_128x128_20e302eebfd0f776_14.png,ondemand_texture_replace\MarioGalaxy\14246122190537243541.png
ObjectData\YoshiCaptureClimbPlanet\tex1_128x128_m_74e5a746d9602a3d_14.png,ondemand_texture_replace\MarioGalaxy\12063063189260068352.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_1dca9a0158d55061_14.png,ondemand_texture_replace\MarioGalaxy\7922314509050057253.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14.png,MarioGalaxy_Sub\768726ed92eec5d0.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14_mip1.png,MarioGalaxy_Sub\768726ed92eec5d0_lod1.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14_mip2.png,MarioGalaxy_Sub\768726ed92eec5d0_lod2.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14_mip3.png,MarioGalaxy_Sub\768726ed92eec5d0_lod3.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14_mip4.png,MarioGalaxy_Sub\768726ed92eec5d0_lod4.png
ObjectData\YoshiCaptureClimbPlanet\tex1_256x256_m_86ccdb974c0c88e5_14_mip5.png,MarioGalaxy_Sub\768726ed92eec5d0_lod5.png
ObjectData\YoshiCaptureRelayPlanet\tex1_256x256_fb9192c0de4d7da3_14.png,ondemand_texture_replace\MarioGalaxy\11823311920454836764.png
ObjectData\YoshiCaughtPlanet\tex1_256x256_m_427b322c9437bf5e_14.png,ondemand_texture_replace\MarioGalaxy\14513580530522286194.png
ObjectData\YoshiCaughtPlanet\tex1_256x256_m_6950e9721b2a7293_14.png,MarioGalaxy\fa6eb56112de6916.png
ObjectData\YoshiCaughtPlanet\tex1_256x256_m_6950e9721b2a7293_14_mip1.png,MarioGalaxy\fa6eb56112de6916_lod1.png
ObjectData\YoshiCaughtPlanet\tex1_256x256_m_6950e9721b2a7293_14_mip2.png,MarioGalaxy\fa6eb56112de6916_lod2.png
ObjectData\YoshiCaughtPlanet\tex1_256x256_m_6950e9721b2a7293_14_mip3.png,MarioGalaxy\fa6eb56112de6916_lod3.png
ObjectData\YoshiClimbMountainPlanet\tex1_256x256_m_676a5c5a0d62ef78_14.png,ondemand_texture_replace\MarioGalaxy\11120508248133710339.png
ObjectData\YoshiClipGhostRoomPlanetClipParts\tex1_64x64_c02b5b5efd46dabe_14.png,ondemand_texture_replace\MarioGalaxy\8120774107008963150.png
ObjectData\YoshiEgg\tex1_128x128_258be672702b91d8_14.png,MarioGalaxy\feed7bd7f94372d8.png
ObjectData\YoshiEggCapsuleCage\tex1_64x64_b814404644248291_4.png,ondemand_texture_replace\MarioGalaxy\5457494311597427957.png
ObjectData\YoshiFruit\tex1_32x32_0bd8967caedab75a_4.png,MarioGalaxy\98f015146fa7ecb8.png
ObjectData\YoshiFruit\tex1_64x64_158fd2ac8c4f8cf9_14.png,MarioGalaxy\856b5026d24fe944.png
ObjectData\YoshiFruitBig\tex1_64x64_5b51e555e32b2067_4.png,ondemand_texture_replace\MarioGalaxy\1259132523053216947.png
ObjectData\YoshiFruitStem\tex1_32x64_546629e491a15c4d_5.png,MarioGalaxy\c34bb245dd50bd57.png
ObjectData\YoshiFruitStemBig\tex1_32x64_9e8d4da379971842_14.png,ondemand_texture_replace\MarioGalaxy\13468810500210522991.png
ObjectData\YoshiHomeLift\tex1_128x128_7bded8d5f20a37ef_4.png,ondemand_texture_replace\MarioGalaxy\11693634857260209197.png
ObjectData\YoshiHomeLift\tex1_128x128_m_7b08db1776e38d40_14.png,MarioGalaxy\c4df2bd4a05f924c.png
ObjectData\YoshiHomeLift\tex1_128x128_m_7b08db1776e38d40_14_mip1.png,MarioGalaxy\c4df2bd4a05f924c_lod1.png
ObjectData\YoshiHomeLift\tex1_128x128_m_7b08db1776e38d40_14_mip2.png,MarioGalaxy\c4df2bd4a05f924c_lod2.png
ObjectData\YoshiHomeLift\tex1_128x128_m_7b08db1776e38d40_14_mip3.png,MarioGalaxy\c4df2bd4a05f924c_lod3.png
ObjectData\YoshiHomeLift\tex1_128x128_m_7b08db1776e38d40_14_mip4.png,MarioGalaxy\c4df2bd4a05f924c_lod4.png
ObjectData\YoshiHomeLift\tex1_128x64_m_c6adf76a3ad0fc25_14.png,MarioGalaxy\aadaad0cbd633d79.png
ObjectData\YoshiHomeLift\tex1_128x64_m_c6adf76a3ad0fc25_14_mip1.png,MarioGalaxy\aadaad0cbd633d79_lod1.png
ObjectData\YoshiHomeLift\tex1_128x64_m_c6adf76a3ad0fc25_14_mip2.png,MarioGalaxy\aadaad0cbd633d79_lod2.png
ObjectData\YoshiHomeLift\tex1_128x64_m_c6adf76a3ad0fc25_14_mip3.png,MarioGalaxy\aadaad0cbd633d79_lod3.png
ObjectData\YoshiNest\tex1_64x128_4b72a2af0d6dc603_14.png,MarioGalaxy\d0b643baffb3b87c.png
ObjectData\Yukkina\tex1_32x32_ead2362755bd4d25_14.png,ondemand_texture_replace\MarioGalaxy\16724345688528364627.png
ObjectData\YukkinaBodyPlanet\tex1_256x256_1e502cba6e04b2b0_14.png,ondemand_texture_replace\MarioGalaxy\1435120941903474986.png
ObjectData\YukkinaBodyPlanet\tex1_256x256_fc685e872bc58e02_14.png,ondemand_texture_replace\MarioGalaxy\11507262118134718743.png
ObjectData\YukkinaGroundSnow\tex1_128x128_43273f8b5566a1ef_14.png,ondemand_texture_replace\MarioGalaxy\6819938685069831767.png
ObjectData\YukkinaRellayPlanet\tex1_256x256_92c16fe5e4a1185f_14.png,ondemand_texture_replace\MarioGalaxy\7943226432469221492.png
ObjectData\ZeroGravityRoomPlanet\tex1_128x128_664d54ce3be75bae_14.png,ondemand_texture_replace\MarioGalaxy\5789499121293763826.png
ObjectData\ZeroGravityRoomPlanet\tex1_128x128_cb2845abbea56ab2_14.png,ondemand_texture_replace\MarioGalaxy\8183145414366833041.png
ObjectData\ZeroGravityRoomPlanet\tex1_64x64_11dcf81b42d305cd_14.png,ondemand_texture_replace\MarioGalaxy\9015592086658329087.png
ObjectData\OldFortressPlanet\tex1_256x256_a5f89bed1a688c9d_14.png, 6101283359188203380.png
ObjectData\OldFortressPlanet\tex1_128x128_f9f7c583f33c62dc_4.png,15903575977160340298.png
ObjectData\GliderCylinderPlanet\tex1_64x128_fe6a217bed13fee5_0.png,18123459814889577210.png
ObjectData\MagmaMonsterRotateSeasaw\tex1_128x128_3a77eb7d84890844_1.png,989762142165508542.png
